ZIP_Code_Tabulation_Area_3_digit,ZIP_Code_Tabulation_Area_5_digit,Total_Population,Population_Density_Per_Sq_Mile,num_Households,Households_Less_than_10000,Households_10000_to_14999,Households_15000_to_19999,Households_20000_to_24999,Households_25000_to_29999,Households_30000_to_34999,Households_35000_to_39999,Households_40000_to_44999,Households_45000_to_49999,Households_50000_to_59999,Households_60000_to_74999,Households_75000_to_99999,Households_100000_to_124999,Households125000_to_149999,Households_150000_to_199999,Households_200000_or_more,Per_Capita_Income
807,80741,831,3.65101,329,17,13,17,33,11,29,22,8,21,18,17,71,24,20,4,4,27434
807,80742,218,0.4887895,91,2,9,7,6,5,2,11,2,0,13,9,3,13,2,7,0,28262
807,80743,1040,2.23977,437,31,21,28,25,27,30,20,33,22,38,42,54,28,19,5,14,26523
807,80744,453,3.489545,179,22,17,18,18,11,12,5,4,10,23,10,15,3,6,0,5,20818
807,80745,203,0.9231332,68,4,0,0,0,1,17,3,5,13,14,6,2,3,0,0,0,17786
807,80746,52,196.0875,27,1,0,0,1,17,0,0,2,0,4,0,2,0,0,0,0,18737
807,80747,544,3.092263,178,5,12,6,12,3,15,3,9,4,22,16,23,8,17,2,21,31616
807,80749,294,1.767007,143,5,15,15,8,14,7,10,6,4,10,16,11,15,3,0,4,25200
807,80750,289,2.199944,117,0,0,0,7,0,12,5,0,23,7,26,20,4,10,0,3,29431
807,80751,17762,37.81134,6474,659,489,357,430,352,469,405,380,200,570,566,745,353,182,134,183,23281
807,80754,198,0.938508,74,8,4,4,0,0,5,4,2,2,1,5,16,20,0,1,2,26417
807,80755,139,1.256051,42,0,0,0,4,0,2,11,0,0,6,0,2,5,0,0,12,38199
807,80757,287,0.7573884,94,11,4,8,6,6,5,4,15,6,6,8,1,1,4,2,7,17426
807,80758,4045,5.826449,1347,89,49,67,48,183,97,66,76,55,183,187,88,78,25,34,22,20433
807,80759,4588,7.109251,2036,134,145,180,148,112,152,92,127,177,99,134,313,110,55,15,43,25122
808,80801,121,0.78024,57,8,3,7,6,0,1,3,0,0,7,11,11,0,0,0,0,21578
808,80802,325,0.811378,96,3,0,10,0,5,8,10,0,12,12,16,6,4,5,0,5,19946
808,80804,305,0.9104877,155,17,22,9,7,21,4,8,3,1,13,14,25,5,2,3,1,21482
808,80805,549,3.274303,203,8,12,12,29,7,11,4,8,15,9,35,34,12,6,0,1,19960
808,80807,5200,7.13678,1810,94,124,141,111,134,173,108,42,116,209,126,252,59,52,39,30,21323
808,80808,5849,16.50601,2325,156,164,81,110,149,80,137,95,108,189,258,414,172,73,89,50,25729
808,80809,1583,31.35463,692,44,9,8,57,35,28,43,23,18,86,87,101,54,50,40,9,31299
808,80810,1164,2.181898,466,23,34,23,22,45,16,32,24,8,59,70,53,30,14,6,7,23294
808,80812,186,1.348651,82,5,9,4,5,3,4,9,6,0,7,12,4,2,3,2,7,43196
808,80813,1933,17.54441,730,23,49,25,63,45,85,44,37,54,77,108,77,31,0,10,2,20758
808,80814,3485,35.29957,1491,127,8,43,47,49,72,39,104,22,122,288,223,222,41,50,34,32196
808,80815,871,1.657166,395,38,43,38,31,23,19,31,18,11,15,21,43,29,5,4,26,24879
808,80816,5479,29.57889,2401,65,86,262,122,219,171,48,151,142,153,197,271,176,115,153,70,31982
808,80817,28182,445.738,9629,489,215,293,501,557,531,532,469,535,910,955,1779,841,463,427,132,23460
808,80818,262,0.9062045,126,6,6,4,3,13,17,10,2,4,8,12,18,4,4,5,10,32158
808,80819,741,89.52818,350,31,16,3,29,22,29,13,6,8,20,38,45,43,19,14,14,33802
808,80820,631,2.13499,368,48,0,9,53,10,21,45,10,20,11,21,53,40,0,27,0,34419
808,80821,1090,1.285709,415,35,35,21,38,17,22,37,15,34,31,14,65,38,4,1,8,19614
808,80822,297,1.403387,98,1,6,0,2,7,7,3,4,0,11,10,8,15,9,15,0,28342
808,80823,161,0.3950095,72,10,2,3,4,9,2,3,2,3,10,6,2,5,3,6,2,21755
808,80824,233,2.159206,102,3,13,4,2,9,4,7,6,11,10,6,5,8,2,12,0,26643
808,80825,444,0.6734599,154,10,21,6,1,9,3,0,4,5,8,40,26,6,6,5,4,25207
808,80827,688,2.846924,414,0,10,113,3,9,21,3,0,0,109,3,102,31,0,0,10,34913
808,80828,3606,6.667488,902,84,78,43,106,54,66,28,39,41,64,107,61,55,35,11,30,12664
808,80829,5753,266.787,2854,202,165,137,193,199,174,134,77,79,149,269,212,326,168,251,119,40314
808,80830,193,0.8643205,125,0,9,9,3,0,9,0,7,13,32,8,6,15,0,7,7,51444
808,80831,24380,128.3346,7877,433,127,226,125,117,209,346,214,207,571,956,1507,1007,764,643,425,30076
808,80832,539,2.253413,197,34,6,10,13,5,10,3,6,16,10,33,15,22,8,1,5,20624
808,80833,612,1.292425,249,8,12,25,12,6,10,23,22,23,6,25,58,14,0,5,0,22663
808,80834,262,0.9122708,131,21,10,13,18,7,11,6,0,6,11,9,16,1,2,0,0,18563
808,80835,889,6.207602,327,2,14,29,15,13,30,13,18,6,45,30,51,13,14,26,8,32393
808,80836,1062,2.797857,416,18,29,40,28,45,15,6,31,13,38,47,45,18,27,8,8,22187
808,80840,5864,202.9652,515,11,0,5,21,20,30,50,15,8,58,90,86,70,29,15,7,13883
808,80860,608,8.086509,312,47,0,13,20,16,24,17,5,16,37,29,37,25,6,16,4,29259
808,80861,244,0.9724958,107,0,8,9,12,0,7,19,14,9,1,7,7,6,2,1,5,25107
808,80862,34,0.2473542,16,1,3,0,0,0,0,2,0,0,0,0,2,8,0,0,0,36288
808,80863,12117,97.86646,4711,188,136,187,158,128,153,243,141,288,247,468,618,806,444,329,177,34581
808,80864,1277,5.134318,487,40,31,29,17,24,24,13,30,50,54,13,35,49,59,19,0,24017
809,80902,12508,871.0961,2871,260,69,15,299,158,124,242,295,201,501,344,243,61,8,26,25,15211
809,80903,15111,3124.282,6930,890,720,533,605,455,351,368,395,293,364,561,613,345,188,184,65,24339
809,80904,20255,2124.81,10091,766,620,484,643,495,839,637,557,375,916,1069,1048,656,281,361,344,32209
809,80905,17326,3492.851,7513,646,593,525,610,521,656,507,285,447,548,702,607,227,226,261,152,24114
809,80906,37019,793.913,15344,819,457,538,709,787,898,622,694,588,1622,1542,1681,1044,1010,1011,1322,38601
809,80907,27788,2811.082,12641,874,870,881,889,774,973,561,681,657,1085,1052,1258,872,466,403,345,29996
809,80908,13972,146.4954,5139,169,132,64,212,41,48,118,102,137,342,512,649,645,509,582,877,45256
809,80909,38388,4581.598,15932,1489,1109,1515,1321,750,952,999,777,792,1362,1506,1681,835,376,234,234,22335
809,80910,30765,5303.549,11977,1375,974,908,1034,983,667,838,771,647,928,1065,976,413,185,109,104,17726
809,80911,32539,2699.711,11125,439,256,344,510,562,464,626,506,654,1498,1533,1998,852,394,355,134,23200
809,80913,3227,122.5907,39,0,0,0,0,0,0,0,0,0,8,31,0,0,0,0,0,22356
809,80914,296,418.6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18989
809,80915,20035,2574.529,7766,284,133,275,412,403,335,527,511,484,1102,880,1223,522,363,230,82,25943
809,80916,39131,2278.312,13602,607,702,828,1290,972,876,831,958,759,1734,1393,1374,717,282,216,63,18419
809,80917,31262,4791.979,13018,740,468,810,667,692,1044,801,545,717,1201,1489,1701,828,661,388,266,26882
809,80918,48935,4084.926,18728,996,496,702,680,797,1065,924,1070,864,1745,2179,2623,1825,1070,983,709,30578
809,80919,27910,1951.423,11030,252,204,280,441,264,331,348,393,362,750,936,1634,1514,1006,1188,1127,41975
809,80920,38668,3058.845,13529,234,167,274,454,317,458,496,427,523,769,1406,2092,1947,1351,1610,1004,35863
809,80921,19660,225.9029,6992,232,68,194,61,232,122,60,163,175,452,799,609,1115,455,913,1342,50136
809,80922,27311,4575.216,9204,196,203,328,224,257,294,183,392,462,773,949,1537,1440,885,868,213,30212
809,80923,28587,4188.691,10121,252,240,110,146,200,330,263,416,507,810,1508,2076,1408,971,700,184,30832
809,80924,6757,1242.264,2002,90,38,0,9,0,21,13,73,34,135,86,246,388,248,341,280,36369
809,80925,7466,317.408,2341,5,44,36,78,22,75,31,108,68,229,638,314,234,245,140,74,26975
809,80926,1737,26.85198,603,29,47,10,85,7,9,21,25,12,57,142,44,35,20,36,24,26371
809,80927,1611,371.8799,526,0,0,0,17,0,0,0,0,12,46,25,223,70,0,115,18,34545
809,80928,1343,4.084759,468,15,26,37,25,33,54,10,30,12,71,45,41,22,17,27,3,19929
809,80929,282,12.99975,125,0,0,11,0,0,26,14,6,0,14,18,12,0,6,18,0,29811
809,80930,1152,31.66874,467,18,37,0,26,17,42,46,0,28,26,140,0,64,11,12,0,22803
809,80938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
809,80939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
809,80951,4159,885.3116,1476,35,31,49,47,51,33,44,61,34,213,107,229,294,196,17,35,29819
810,81001,30568,876.2336,11948,1849,1036,1061,1023,604,1041,814,498,589,859,786,883,356,240,120,189,18466
810,81003,15568,1939.538,5698,812,549,579,465,606,428,322,250,242,402,347,435,144,37,54,26,15581
810,81004,25412,155.9909,10480,1439,937,936,975,803,755,603,419,514,763,1066,667,282,122,128,71,17724
810,81005,30847,133.9725,12487,739,819,887,806,876,673,686,707,557,1060,1373,1477,749,379,494,205,24252
810,81006,11638,205.4784,4429,326,265,251,243,225,302,281,145,101,377,563,578,345,193,163,71,24654
810,81007,30461,205.8437,10940,335,309,303,478,417,539,462,530,520,951,1668,1961,1324,496,446,201,26823
810,81008,10236,76.31261,4213,254,271,200,180,288,277,170,162,260,288,478,551,407,144,174,109,28985
810,81019,1823,183.6409,659,43,11,47,24,33,44,30,65,0,79,22,90,89,26,16,40,25979
810,81020,994,1.713997,428,60,7,42,27,12,23,43,18,30,43,65,11,20,2,18,7,23203
810,81021,13,0.0595068,9,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18638
810,81022,1534,3.600138,566,69,22,23,53,22,0,17,78,22,113,13,58,5,46,18,7,20907
810,81023,1285,10.19594,524,9,4,12,38,70,36,43,36,7,28,41,48,60,30,41,21,32838
810,81024,144,3.431832,71,9,0,30,0,0,0,0,0,0,0,0,0,18,0,11,3,39569
810,81025,907,1.653623,381,35,19,38,42,27,32,17,11,23,27,30,37,29,10,4,0,20526
810,81027,122,0.1970221,62,1,2,2,6,11,6,5,3,4,0,11,7,4,0,0,0,24428
810,81029,251,0.4575111,102,14,7,12,6,3,8,1,18,7,5,8,11,2,0,0,0,16464
810,81030,145,397.9193,57,3,5,0,6,2,3,6,10,8,5,5,4,0,0,0,0,17350
810,81033,183,565.6717,63,5,8,2,11,13,6,1,2,4,10,1,0,0,0,0,0,12950
810,81036,1009,1.341838,413,24,40,41,32,16,26,31,34,16,27,25,59,9,7,17,9,23066
810,81038,645,5572.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889
810,81039,1764,2.989164,729,82,38,61,62,43,58,22,50,29,48,75,78,28,41,9,5,23594
810,81040,394,0.7599375,251,44,9,50,39,24,16,22,0,0,10,9,14,0,0,0,14,33615
810,81041,719,1.567869,240,24,7,34,29,31,8,16,11,0,28,10,14,12,8,1,7,17216
810,81043,37,26.05349,20,11,0,0,0,0,2,1,0,0,4,2,0,0,0,0,0,13703
810,81044,331,1.014843,128,9,6,7,3,13,3,2,3,7,7,10,14,43,1,0,0,23974
810,81045,83,0.3635384,41,1,2,5,2,0,2,1,7,3,4,0,14,0,0,0,0,25935
810,81047,1577,2.639966,590,47,54,37,44,15,50,22,45,33,33,54,94,38,13,9,2,18737
810,81049,303,0.2356739,125,2,7,5,3,15,12,10,3,9,11,9,15,10,0,4,10,31479
810,81050,9492,17.67021,3792,619,229,347,280,242,297,301,237,58,226,373,225,205,68,43,42,18839
810,81052,9252,13.93958,3726,436,217,285,287,192,282,157,288,187,266,253,313,343,93,107,20,20325
810,81054,4232,4.434257,1248,122,151,115,82,88,89,114,61,49,71,128,85,25,30,17,21,13283
810,81055,1218,4.735225,658,30,66,61,53,33,70,12,44,24,42,64,61,38,25,22,13,30359
810,81057,541,10.33177,190,11,14,2,21,6,28,2,13,18,25,21,8,5,15,0,1,17801
810,81058,897,17.22087,376,74,36,30,12,25,21,18,15,41,36,19,36,4,1,8,0,16455
810,81059,534,0.4855666,76,0,9,0,2,6,0,6,8,7,13,0,22,0,3,0,0,7939
810,81062,2153,9.014153,346,84,9,21,10,64,12,23,21,12,33,4,32,11,10,0,0,7967
810,81063,2492,6.05008,534,81,47,71,20,39,56,15,11,12,51,54,30,19,2,26,0,11000
810,81064,248,0.513307,113,13,2,9,6,7,4,7,3,7,33,10,4,3,4,1,0,21756
810,81067,6064,20.75764,2409,355,121,203,243,176,122,77,147,87,113,294,200,137,106,8,20,19243
810,81069,1536,5.618155,683,35,5,50,3,13,32,21,21,17,69,136,96,114,23,17,31,34808
810,81071,358,0.6291305,120,4,4,8,13,4,16,12,10,3,4,18,12,2,0,3,7,21193
810,81073,1930,3.015317,814,85,73,79,67,44,50,37,44,30,60,69,90,44,15,15,12,21568
810,81076,657,2.458827,208,14,30,12,17,9,5,3,24,6,73,5,4,0,2,3,1,14886
810,81077,481,1056.024,191,18,12,0,42,15,8,11,0,7,16,26,14,13,6,0,3,21505
810,81081,43,0.1860692,30,3,4,0,7,0,0,4,1,0,8,2,0,1,0,0,0,28916
810,81082,11702,19.58219,4766,431,385,310,305,203,250,273,226,277,521,427,487,394,133,98,46,22819
810,81084,126,0.5230826,47,2,3,1,10,4,7,2,4,0,1,4,1,7,1,0,0,21859
810,81087,246,6.125526,86,2,0,24,8,5,6,8,4,2,4,17,0,0,6,0,0,15211
810,81089,4487,6.484387,1947,182,260,166,219,193,163,41,186,46,110,144,144,38,5,23,27,18611
810,81090,956,1.499228,424,53,30,34,12,14,25,44,39,20,33,34,44,22,3,8,9,23358
810,81091,660,1.527593,274,18,18,6,41,8,8,13,4,21,19,48,31,14,5,9,11,28899
810,81092,774,9.162993,344,12,7,15,13,22,35,37,33,13,43,50,33,10,10,7,4,24983
811,81101,15569,38.03185,5627,994,436,456,474,287,269,154,250,328,444,424,548,198,87,141,137,19454
811,81120,1919,2.200471,797,90,81,62,94,66,33,51,56,35,56,68,52,38,15,0,0,17719
811,81121,233,4.977703,111,2,4,6,4,14,5,13,21,6,11,11,8,4,2,0,0,23146
811,81122,7960,15.69017,3342,232,105,141,56,147,58,131,138,91,344,476,600,391,157,158,117,33092
811,81123,1059,4.037567,324,35,44,15,51,32,17,17,17,6,8,8,11,35,11,5,12,21244
811,81124,112,7.150511,40,10,3,10,0,10,0,0,0,0,0,7,0,0,0,0,0,9251
811,81125,3352,12.44468,1134,172,55,63,99,80,108,40,57,58,108,59,115,49,26,10,35,20588
811,81126,216,11.09076,108,30,15,19,16,0,0,0,5,0,0,17,0,6,0,0,0,18642
811,81128,186,1.017769,61,0,0,0,32,0,0,0,0,0,0,12,0,6,11,0,0,18778
811,81129,123,29.08434,53,18,8,0,11,0,0,0,12,0,0,0,0,0,4,0,0,13346
811,81130,758,0.8012075,385,10,27,25,28,12,21,12,15,36,39,45,53,21,25,9,7,32993
811,81131,1180,3.761669,672,81,44,39,72,54,65,32,62,24,65,41,32,44,4,7,6,24423
811,81132,3349,4.951512,1235,69,122,122,136,92,115,104,49,44,68,88,64,57,12,59,34,22401
811,81133,918,2.461701,410,51,36,47,23,10,23,11,20,41,7,29,63,21,15,0,13,27293
811,81136,107,1.145997,75,7,9,9,7,7,19,0,5,0,1,0,5,3,0,2,1,24750
811,81137,5844,22.98718,2299,147,122,113,86,97,103,130,133,95,221,292,356,154,133,58,59,25845
811,81138,43,1.886159,26,0,7,6,0,0,0,0,0,0,4,0,0,9,0,0,0,31840
811,81140,2725,12.36414,964,102,100,74,41,42,98,19,39,44,15,134,93,39,113,4,7,21774
811,81141,1497,34.75542,442,59,36,18,20,46,34,3,27,18,66,40,41,24,4,6,0,14603
811,81143,611,1.854358,306,60,9,27,30,30,0,6,11,28,51,4,33,0,11,2,4,22925
811,81144,7038,24.88169,2696,205,212,138,194,128,241,85,197,105,287,272,340,114,90,71,17,21130
811,81146,611,2.704259,230,19,2,11,33,11,12,5,7,23,32,14,45,14,2,0,0,17837
811,81147,11564,8.569649,5091,252,269,334,436,241,344,375,209,267,328,558,541,355,225,153,204,29235
811,81148,337,1444.801,118,17,23,17,8,8,7,8,0,4,4,5,11,4,0,2,0,13309
811,81149,882,1.056361,422,55,41,62,19,49,33,19,14,10,15,50,22,24,4,5,0,18438
811,81151,1490,6.646869,534,54,34,21,21,27,52,19,27,5,42,82,92,42,4,0,12,21014
811,81152,1281,2.9068,560,84,40,56,56,23,18,90,66,25,30,16,29,16,0,5,6,18998
811,81154,1227,4.595177,584,14,33,12,60,66,24,66,23,3,60,84,32,35,6,29,37,32416
811,81155,345,1.089165,166,13,9,30,19,17,0,3,0,6,5,15,31,15,0,3,0,23445
812,81201,9142,20.50803,4160,210,189,209,325,225,279,254,250,171,298,474,484,282,285,102,123,32352
812,81210,261,0.5065644,109,29,0,11,0,0,0,29,0,0,9,0,31,0,0,0,0,19238
812,81211,7275,15.76971,2751,175,94,180,99,201,150,87,185,105,292,377,521,110,94,52,29,23105
812,81212,30263,49.01381,10770,813,928,802,518,853,734,633,727,578,1081,1005,884,628,200,158,228,18432
812,81220,145,0.6043611,84,0,0,0,0,0,0,4,10,4,12,10,39,0,0,0,5,47060
812,81221,286,190.8387,116,9,3,13,0,12,10,9,14,4,15,6,14,4,0,3,0,22182
812,81222,441,14.28224,197,0,22,23,22,16,8,21,14,0,0,22,49,0,0,0,0,18866
812,81223,1507,3.77843,776,45,45,68,71,104,60,50,51,33,52,93,51,44,0,9,0,22093
812,81224,3827,24.54146,1508,59,63,9,26,77,79,74,157,27,46,187,254,191,164,48,47,31524
812,81225,916,11.16309,496,22,6,23,37,41,8,35,31,31,66,70,47,30,7,28,14,35595
812,81226,9162,111.5789,2149,198,160,157,158,131,113,161,151,113,167,171,260,96,77,17,19,14499
812,81227,8,22.39002,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
812,81230,8982,5.030192,3779,297,214,356,324,138,195,194,252,253,269,460,476,169,112,40,30,22969
812,81231,724,11536.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928
812,81232,6,3.138902,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
812,81233,845,9.593979,458,7,20,10,7,65,54,17,38,8,66,45,52,34,8,9,18,33765
812,81235,740,1.370929,331,22,2,22,30,16,13,15,12,5,36,37,54,17,21,18,11,33558
812,81236,935,4.848417,485,61,0,0,23,14,0,30,10,10,70,118,90,42,0,17,0,32384
812,81237,123,3.530696,45,0,0,0,0,0,20,0,0,0,12,13,0,0,0,0,0,19016
812,81239,10,0.195403,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
812,81240,3691,24.81901,1610,146,136,100,107,65,99,108,49,62,135,216,194,103,17,38,35,23957
812,81241,104,5.113539,36,9,0,0,0,0,0,0,2,5,6,1,5,3,5,0,0,25142
812,81242,984,443.9908,373,10,38,16,46,37,12,26,26,7,40,56,31,7,12,9,0,20830
812,81243,146,0.4366347,58,21,0,0,2,6,0,0,0,3,0,3,7,16,0,0,0,21775
812,81244,375,101.708,147,6,10,26,17,6,7,18,4,10,4,17,22,0,0,0,0,15543
812,81248,139,0.5397779,55,0,9,0,0,0,0,0,0,0,46,0,0,0,0,0,0,18214
812,81251,173,1.97307,91,0,0,0,4,16,0,0,14,0,16,2,11,8,20,0,0,37076
812,81252,3853,6.25736,1785,232,128,128,187,171,119,130,68,18,127,184,144,64,30,18,37,21579
812,81253,580,4.509214,261,0,0,0,9,0,57,0,0,12,33,54,73,6,17,0,0,30491
813,81301,29497,39.4655,11984,593,490,399,585,670,652,649,529,388,1126,1443,1489,948,743,776,504,32891
813,81303,8080,37.45217,3119,107,122,196,192,55,110,167,152,136,218,389,449,329,143,195,159,32301
813,81320,173,0.9214528,96,21,19,4,0,5,5,8,6,14,4,0,0,6,0,0,4,21706
813,81321,14242,33.81098,5871,404,390,509,250,404,411,316,423,279,501,738,634,205,179,137,91,22733
813,81323,5002,6.99129,1958,143,101,133,142,69,110,74,115,79,124,321,278,114,36,60,59,24896
813,81324,1233,3.019743,490,59,19,32,55,58,42,26,14,12,38,28,58,33,6,10,0,19103
813,81325,160,0.2807502,96,34,6,10,0,0,21,0,0,5,0,12,8,0,0,0,0,18434
813,81326,2116,8.460965,884,69,42,14,66,30,22,24,89,53,79,117,128,64,47,34,6,27204
813,81327,716,20.76097,269,21,8,25,0,19,9,11,59,0,25,10,33,13,0,26,10,25735
813,81328,4475,12.25288,1690,121,81,107,114,100,78,144,96,99,139,203,122,147,84,40,15,22833
813,81330,55,0.8421462,26,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,33982
813,81331,388,1.590672,241,21,15,31,0,63,36,23,0,0,0,26,6,11,0,0,9,30808
813,81332,199,3.289785,87,5,12,9,8,6,10,4,0,4,5,3,13,6,1,0,1,22796
813,81334,1038,2.920345,384,93,43,23,10,46,36,15,17,16,13,22,19,9,14,8,0,13822
813,81335,111,4.093261,67,0,0,0,0,0,0,0,0,0,26,11,0,0,0,0,30,115871
814,81401,22211,95.10338,9501,755,506,822,747,604,618,455,531,361,891,998,1152,596,246,155,64,23087
814,81403,10889,19.70965,4257,261,199,173,226,342,245,99,187,329,308,522,668,356,128,90,124,25651
814,81410,1611,70.49026,686,48,70,48,58,53,20,43,17,23,76,45,108,21,0,18,38,29746
814,81411,10,0.1007069,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,
814,81413,4893,23.2488,2088,148,191,157,128,89,183,82,145,153,198,134,210,87,51,42,90,25255
814,81415,1334,4.784437,567,30,37,3,22,21,80,27,11,1,21,73,63,79,46,13,40,36027
814,81416,14161,42.05012,5235,400,467,288,413,240,307,321,246,274,425,569,584,301,222,136,42,21663
814,81418,1739,84.31241,713,54,47,57,56,15,81,31,55,22,96,48,95,44,0,6,6,21220
814,81419,3763,18.54987,1577,114,136,123,121,74,65,205,120,64,34,152,199,84,15,25,46,22558
814,81422,696,2.595947,320,20,19,20,47,19,16,10,12,13,61,33,15,21,2,6,6,22552
814,81423,1567,3.177876,653,49,48,35,15,47,47,16,29,67,43,91,59,43,33,18,13,26986
814,81424,1018,3.314666,482,42,60,24,34,39,12,27,6,21,35,45,58,26,30,21,2,26578
814,81425,5555,14.48839,1978,84,227,186,148,118,211,92,199,37,176,172,146,136,22,8,16,17050
814,81426,187,11.05136,74,0,4,0,0,0,15,2,9,2,7,6,7,9,4,9,0,28672
814,81427,966,9.418312,413,18,30,39,3,9,6,18,26,0,24,57,84,56,19,10,14,31742
814,81428,3485,15.88823,1467,115,56,64,154,79,93,67,81,81,81,125,182,106,42,48,93,31528
814,81429,94,0.4105868,51,0,5,0,0,4,0,16,0,0,0,4,9,8,5,0,0,35133
814,81430,684,2.688498,334,0,18,0,6,26,62,12,7,29,42,22,19,29,7,0,55,38377
814,81431,313,1.869868,166,10,5,4,9,11,14,0,18,10,29,5,11,35,0,5,0,32941
814,81432,2791,10.22239,1242,54,56,31,53,57,68,67,53,51,120,164,192,109,32,57,78,35809
814,81433,568,1.854594,268,20,17,32,15,8,27,47,2,8,29,16,29,9,3,6,0,22694
814,81434,166,0.2773608,63,0,3,0,0,4,0,0,5,0,10,4,4,4,0,21,8,49123
814,81435,5111,38.18701,2180,124,62,101,126,130,131,53,112,82,131,238,354,177,51,120,188,45353
815,81501,24570,3092.807,9467,1340,704,674,730,636,679,553,483,465,768,803,650,517,149,223,93,18594
815,81503,14707,419.1711,6035,854,327,220,302,333,383,415,401,307,493,445,638,484,140,176,117,22767
815,81504,28385,2509.552,11514,519,614,704,588,625,746,510,648,489,1469,1308,1529,855,422,364,124,25113
815,81505,9178,91.14476,3894,188,122,174,142,242,173,213,212,207,391,331,467,269,169,284,310,40666
815,81506,10832,842.2724,4843,272,401,184,224,296,261,220,272,143,295,472,651,388,310,287,167,33366
815,81507,15997,145.2971,6262,314,191,121,246,248,207,302,200,290,399,777,1051,700,437,415,364,33526
815,81520,14093,682.1909,5425,578,501,366,490,197,477,465,277,207,294,713,411,163,56,184,46,18668
815,81521,15534,105.1808,5925,249,420,241,145,287,299,340,462,188,565,699,744,465,391,258,172,27103
815,81522,24,0.08000046,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
815,81523,1261,3.819043,538,51,0,0,13,0,10,0,15,50,46,106,104,15,14,46,68,51444
815,81524,1832,10.93035,763,80,9,11,14,59,55,72,18,0,15,65,98,106,31,36,94,44617
815,81525,1179,9.890377,401,54,0,0,0,94,14,38,25,40,15,25,17,33,0,33,13,21161
815,81526,5540,106.9183,2252,107,72,104,154,86,92,113,128,60,137,301,302,290,126,109,71,29964
815,81527,1715,2.20567,746,64,10,45,50,45,34,18,0,11,48,189,91,84,24,33,0,28129
816,81601,16028,46.41663,6076,266,145,283,308,315,308,388,307,350,471,592,1000,462,251,376,254,30185
816,81610,374,1.204011,138,26,5,5,6,4,10,1,12,0,9,21,26,3,7,3,0,20066
816,81611,9822,22.92682,4412,185,117,135,214,72,140,219,257,139,382,413,504,579,290,281,485,62495
816,81612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
816,81615,2865,111.8369,1261,27,21,0,55,39,123,0,0,183,129,0,265,66,67,112,174,48909
816,81620,11130,296.6847,3685,81,153,25,185,33,131,332,484,119,412,272,478,300,126,329,225,33896
816,81621,6262,28.16012,2512,159,109,0,62,33,206,9,124,47,368,285,229,318,140,187,236,42182
816,81623,15147,34.03878,5491,275,214,138,228,147,135,168,282,328,396,505,852,613,450,455,305,34885
816,81624,1365,2.446589,481,23,33,42,13,15,15,38,28,30,44,66,50,30,29,16,9,24871
816,81625,12390,8.056754,4708,310,280,336,195,221,298,209,181,233,368,545,747,403,157,164,61,24767
816,81630,798,0.6263169,325,13,12,23,22,12,22,31,24,10,16,17,58,36,7,9,13,27136
816,81631,7949,32.45677,2563,0,0,33,75,27,79,161,74,47,303,359,184,293,299,373,256,37118
816,81632,9838,80.55789,3265,187,90,81,42,45,138,176,178,176,329,215,400,273,280,152,503,41033
816,81633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
816,81635,6570,22.58129,2415,156,59,47,118,90,135,100,180,13,272,259,480,233,60,79,134,27480
816,81637,8222,10.82673,2325,40,55,26,15,138,91,124,15,58,161,287,383,235,289,262,146,33262
816,81638,224,1.333642,74,0,8,0,10,0,0,5,0,0,0,11,25,0,6,9,0,27494
816,81639,2279,3.797711,928,51,55,42,37,30,52,43,18,61,71,129,193,79,43,12,12,27415
816,81640,129,0.05423185,66,15,3,6,15,4,0,0,4,0,10,0,3,6,0,0,0,19135
816,81641,3671,2.160689,1488,105,103,47,48,29,131,82,139,15,81,124,262,148,108,41,25,28046
816,81642,105,0.7545764,33,0,0,0,0,0,9,9,0,0,2,13,0,0,0,0,0,23558
816,81643,685,3.16908,291,10,26,0,0,10,10,21,11,11,22,57,29,36,11,23,14,33740
816,81645,1164,6.872966,430,4,18,13,34,23,7,24,22,32,26,35,75,50,15,35,17,32250
816,81646,219,3.00353,68,6,0,6,8,0,11,0,0,0,9,0,0,28,0,0,0,20282
816,81647,6946,18.98274,2366,34,55,126,198,88,192,52,222,10,237,130,313,294,193,133,89,26127
816,81648,2754,2.238803,971,44,82,14,18,51,27,22,19,40,89,149,210,106,48,18,34,27933
816,81649,279,3.524578,91,1,0,0,1,3,6,7,4,2,11,18,21,14,0,0,3,30384
